start	end	text
250320	255380	Ze krijgen vanwege die grootte ook vaak de naam van het sterrenbeeld waar ze in hangen.
255480	256940	Ja, dat is logisch.
257080	261640	Zoals de Orion-moleculaire nevel of de Stier-moleculaire nevel.
261960	272120	In de wetenschappelijke literatuur respectievelijk aangeduid als Orion Molecular Cloud of OMC en Taurus Molecular Cloud of TMC.
272120	275340	Over wat voor moleculen hebben we het eigenlijk?
276340	285920	In de ruimte tussen de sterren, het interstellaire medium genoemd, vinden we vooral veel niks en soms wat ionen of subatomeren deeltjes.
286660	290960	Dat zijn de geladen deeltjes die we niet met goed fatsoen moleculen mogen noemen.
290960	304180	Moleculaire wolken zoals de OMC, TMC, Barnard 68 en de Muscanevel bevatten daadwerkelijk moleculaire verbindingen die astronomen deels op afstand kunnen bestuderen.
304360	308200	Het meest voorkomend is waterstof of H2.
308740	314120	Dat zijn twee waterstofatomen die samen als waterstofmolecuul door het leven verder gaan.
314120	322000	Het vervelende aan neutraal waterstof is dat het moeilijk waarneembaar is in de omstandigheden van een moleculaire nevel.
322780	329240	Want neutraal waterstof zendt geen licht uit en absorbeert ook geen straling in het zichtbaar licht spectrum.
332700	336660	Ik besef me dat we misschien even een stapje opzij moeten maken.
336660	347720	Want een enkeling van u denkt misschien, hoezo moeten we in zichtbaar licht of infrarood waarnemen als we waterstofmoleculen gemakkelijk in het radiospectrum kunnen waarnemen?
347860	348540	Hoe zit dat dan?
348660	355660	Inderdaad is er zoiets als de 21 centimeter lijn in radiosterrekunde waarmee waterstof kan worden aangetoond.
355660	367660	In 1944 voorspelde de Nederlandse astronoom Hendrik van der Hulst dat waterstof een sterke lijn op de golflengte van 21 centimeter zou veroorzaken.
368340	374920	In een neutraal waterstofatoom vinden we één proton in de kern en één elektron in de eerste schilder omheen.
375760	380380	Deze twee deeltjes kunnen dezelfde of een tegenovergestelde spin hebben.
380380	393700	Botsen waterstofatomen met andere waterstofatomen of met los rondvliegende elektronen, dan kan een energieuitwisseling ontstaan waarbij het elektron van spinrichting verandert.
394200	403840	Een dergelijk waterstofatoom bevindt zich dan tijdelijk in een hogere energietoestand en zal op den duur weer terugvallen naar de lagere energietoestand.
403840	411900	Dat kan gebeuren door weer te botsen met een ander deeltje en dan wat energie af te staan of spontaan.
413080	420840	Gemiddeld duurt het 10 miljoen jaar voordat een waterstofatoom dat met rust gelaten wordt spontaan weer terugvalt naar een lager energieniveau.
421880	426560	Bij dat proces zendt het een foton uit met een golflengte van 21 centimeter.
426560	435900	Dat is natuurlijk niet zo vaak, maar er is zoveel waterstofgas in het heelal dat het toch iets is wat waargenomen kan worden met radiotelescopen.
436560	445120	In de moleculaire nevels waar we het vandaag over hebben is het echter dusdanig koud dat waterstof veel minder interactie heeft met de omgeving.
445680	449000	Dus hier is de 21 centimeter lijn minder geschikt.
449000	457020	Daarom kijken astronomen vooral naar de spectrale absorptie en emissielijnen van andere moleculen om dit soort nevels te bestuderen.
457680	464680	Zo blijken er ook koolstof-stikstofverbindingen en koolstof-waterstofverbindingen te ontstaan in moleculaire nevels.
465080	475520	Deze iets wat simpele moleculen absorberen een deel van het sterrenlicht en kunnen in de spectra van het weinige licht dat door de moleculaire nevel heen straalt aangetoond worden.
475520	483640	En met het verbeteren van onze apparatuur worden nog veel meer moleculen waargenomen die typisch zijn voor moleculaire nevels.
484260	488640	Dan hebben we het bijvoorbeeld over water, koolstofmonoxide en ammonia.
489940	494400	Met name koolstofmonoxide wordt gebruikt om moleculaire nevels te bestuderen.
494980	501520	Maar ook formaldehyde, acetylene, etielalcohol en benzeen worden gezien in interstellaire moleculaire nevels.
502280	503800	Mag het in het Nederlands?
503800	508200	Voor formaldehyde gebruiken we om dode mensen en dieren te conserveren.
510240	512640	Acetylene kennen we op aarde als brandgas.
513940	520180	Ethielalcohol vinden we terug in onze groene vierkante vriend, onder de kurk, uit de tap, et cetera.
520560	522800	En is uiterst geschikt om gevoel te onderdrukken.
524540	531640	En benzeen vinden we vaak terug in zonnebrandcrème, omdat benzeenringen UV-straling grotendeels tegenhouden.
531640	537160	En dat is in de context van onze verhandeling van vandaag ook wel weer interessant, vindt u niet?
537160	537640	Yes.
537980	546160	Maar te zeggen dat de aanwezigheid van benzeen in moleculaire nevels UV-straling adequaat tegenhoudt, is iets te kort door de bocht.
546160	552540	In een Leids onderzoek uit 2004 van Ruiter, Kamp en Peters met de titel
552540	560360	A quantitative study of proton irradiation and UV photolysis of benzene in interstellar environments,
560840	566860	lezen we juist dat benzeen het niet goed uithoudt in het interstellaire medium onder invloed van UV-straling.
566860	568380	Maar dat terzijde.
568840	574280	Onze lijst van moleculen die spontaan ontstaan in moleculaire wolken is nog lang niet compleet.
574740	577280	Dat is mijns inziens juist zo interessant.
577840	585300	Op deze plekken waar zonnestalsels geboren worden, ontstaan door de daar geldende processen vele complexe moleculen.
585560	589780	Zoals koolstofballen als C60, ook al Bukminster-Vullerene.
589780	601260	Maar zoals gezegd in de wetenschappelijke literatuur over moleculaire nevels zien we dat astronomen vaak kijken naar het voorkomen van drie verschillende isotopen van koolstofmonoxide.
601920	607860	Het is op het eerste gezicht wel een beetje vreemd dat deze moleculen in de interstellaire ruimte overleven.
607860	615960	Want we weten dat ultraviolette straling in staat is om moleculen weer uiteen te breken in losse atomen of ionen en elektronen.
615960	628220	Maar het zijn deze speciale locaties waar stof, gas en de enorme dichtheid van moleculen ervoor zorgen dat ultraviolet licht niet in staat is de moleculen weer op te breken.
629060	641020	En zo ontstaan sterren en planeten op plekken waar geduldig moleculen ontstaan en door de onderlinge zwaartekracht aan elkaar klonteren tot kernfusie optreedt en sterren ontbranden.
641020	654620	Dat dit gebeurt is bekend, maar de principes die ervoor zorgen dat bepaalde moleculen ontstaan en in verdichtingen bij elkaar gaan verblijven, tot er hele zonnestelsels ontstaan, worden nog slecht begrepen.
655220	660540	Een belangrijke hinderpost is het feit dat we dit soort nevels vooral in twee dimensies waarnemen.
660540	673040	Immers we kijken naar een plek in het heelal waar licht tegen wordt gehouden en zien vooral wat voor moleculen erin voorkomen, maar de dieptestructuur is vanaf één waarnemingspunt niet zichtbaar.
673260	674680	Ja, dat is logisch.
674800	681200	Het zou natuurlijk mooi zijn als we met een ruimtevaartuig om of door zo'n moleculaire nevel konden bewegen.
681660	686680	Maar de technologie is nog niet zo ver gevorderd dat we dergelijke afstanden kunnen overbruggen.
686680	700300	De bokglobule Barnard 68, die we eerder noemden, en ook de Musca-nevel, ons onderwerp van vandaag, vinden we allebei op een afstand van nog steeds zo'n 500 lichtjair verwijderd van de aarde.
700300	703200	Far away dreams and mysteries of other worlds.
703200	719100	Twee astronomen van de Universiteit van Creta, Aristritzis en Constantinus Tassis, publiceerden in 2018 een artikel waarin ze een methode beschrijven om toch de driedimensionale structuur van de Musca-nevel vast te stellen.
719660	729240	Hun artikel verscheen met de titel Magnetic Seismology of Interstellar Gas Clouds, Unfeeling a Hidden Dimension, in Science Magazine.
729240	735400	Zij baseren hun bevinding op waarneming van de Herschel-satelliet uit maart 2011.
736400	741480	Deze Herschel-satelliet werd samen met de Planck-satelliet in 2009 gelanceerd.
741480	751240	De Herschel-satelliet draait nu functieloos rond de zon, maar heeft enkele jaren succesvol waargenomen in het infrarode en submillimeter-spectrum.
751240	765620	Tritsis en Tassis maakten gebruik van het vakgebied van Magneto-Hydrodynamica, wat de beweging van een elektrisch geleidend gas of elektrisch geleidende vloeistof in een magnetisch veld beschrijft.
766400	771560	En dan komen we ook eindelijk uit bij de trillingen waar de verhandeling van vandaag mee begon.
771720	774160	Think of energy, frequency and vibration.
774160	777400	Want moleculaire nevels kunnen trillen.
778720	784860	En waar trillingen in een afgesloten geheel plaatsvinden, ontstaan ook vaak staande golven.
785700	795360	Een staande golf is een golfverschijnsel met op bepaalde plaatsen vaste punten waar de uitwijking nul is en daartussen punten die een maximale uitslag vertonen.
796240	803300	Vaak zien we een serie van in frequentie oplopende staande golven die hele meervouden van een bepaalde golflengte kennen.
803300	815060	Zo'n moleculaire wolk kan als afgesloten geheel functioneren en de magneto-akoestische golven die hierin voorkomen zijn in staat dergelijke staande golfpatronen te vormen.
815700	819540	En net als muziek die in een bepaalde ruimte wel erg resoneert,
819540	831040	Of een kopje met water waar we tegenaan tikken, zien we dat moleculen in een nevel als de muskanevel ophopen op de plek waar de staande golf een versterking vertoont.
831300	837160	En andersom een gebrek aan moleculen laten zien op de plek waar de staande golf een nuluitwijking vertoont.
837940	841720	Dit alles is van groot belang om te begrijpen hoe sterren ontstaan.
841720	852020	Precies deze magneto-akoestische golfverschuinselen lijken de oorzaak te zijn van verdichtingen die op den duur door zwaartekracht tot de geboorte van sterren leiden.
852580	859080	Trietsis en Tassis zagen dat in de muskanevel verdichtingen parallel aan de magneetlijnen staan.
859080	867880	Een beetje raadselachtig voor ons buitenstaanders is hoe zo'n volk van moleculen als afgesloten geheel kan fungeren.
868460	871360	Anders zouden we er toch geen staande golven in waarnemen.
872320	880180	Als u uw luidsprekers buiten neerzet en uw muziek naar de vrije horizon laat tetteren, ontstaan er immers ook geen staande golven.
881000	884420	De astronomen dragen hier twee mogelijke verklaringen voor aan.
884420	890860	Optie één is dat de moleculaire nevel omgeven wordt door het iets warmere interstellaire medium.
891380	896480	Hierdoor ontstaat dan een soort koude kamer waar binnenstaande golven kunnen ontstaan.
897220	907820	Optie twee is dat de moleculaire volk zelf door zwaartekracht en magneetwerking een afgesloten geheel wordt waarbinnen de magneto-akoestische golven vastgehouden kunnen worden.
908160	912420	Wat moeten we ons eigenlijk voorstellen bij een magneto-akoestische golf?
912420	916560	Nee, nee, dat is wel een moeilijke vraag. Die kan ik dan niet beantwoorden.
916640	923600	Dit is een combinatie van magnetisme en geluid, alhoewel we die term geluid een beetje met een korrel zout moeten nemen.
924240	931380	Want wat we als geluid zouden willen beschrijven in zo'n moleculaire nevel, ligt ver onder onze gehoorgrens.
932040	938480	Maar het principe van trillende moleculen is op zich identiek aan wat we onder normale omstandigheden geluid noemen.
938480	941640	Dit is ook een beetje een filosofische kwestie.
942160	946320	Want noemen we het geen geluid als u het niet hoort, maar een vleermuis wel?
947360	949900	Vleermuizen horen tot ongeveer 200 kilohertz.
950440	953300	Maar daar is ons menselijk gehoor al lang afgehaakt.
954000	961820	En als iets trilt als geluid, maar vele octaven onder onze gehoorgrens van 20 hertz plaatsvindt, is het dan geen geluid meer?
961820	962300	Hmm.
962800	964400	Dat is natuurlijk maar de vraag.
964600	968340	Ja, dan zeg je, dat is grappig. Dat is natuurlijk, dat zou kunnen, ja.
968520	974000	De Musca-nevel kon in drie dimensies in kaart worden gebracht door magnetohydrodynamica.
974220	980120	Maar ook omdat de nevel relatief dichterbij staat en in de goede richting geparkeerd hangt vanuit ons gezien.
980260	981280	Ja, het was een goed verhaal.
981560	988080	Dit onderzoek is weer een mooie stap voorwaarts in ons begrip van de geboorte van sterren en planeten in ons heelal.
988080	997680	Het 3D-model van de iets wat cilindrische Musca-nevel staat trouwens afgebeeld in de publicatie van Tritsis en Tassis, mocht u het willen zien.
998440	1002140	Een link naar de pdf vindt u in de show notes van deze podcast.
1003280	1007440	Tot slot vragen heel veel mensen of zij een donatie kunnen doen voor deze podcast.
1008120	1011740	Speciaal voor dit doel heb ik een GoFundMe-actie opgezet.
1012500	1015040	Maar voel u alsjeblieft niet verplicht.
1015040	1022260	Ik maak deze ruimte verhalen met plezier en er zal geen content achter een betalingssysteem beschikbaar komen.
1022400	1023320	Ja, dat maakt mij niet uit.
1023480	1027940	Na de naamsverandering is het aantal downloads per aflevering nu ongeveer 3000.
1029020	1036160	Dat is heel prima voor een beginnende podcast, maar in de vorige incarnatie hadden we 11.000 downloads per aflevering.
1036160	1046760	Dus als u geen financiële bijdrage wilt of kunt leveren is een waarderende bericht in uw favoriete podcast app of op sociale media ook zeer welkom.
1047520	1051380	En wilt u meepraten over de inhoud, vragen stellen of onderwerpen aandragen?
1052120	1052280	Ja.
1052500	1054740	Kom dan gezellig in ons Discord kanaal.
1054840	1055200	Oké.
1055460	1057760	Ook hiervoor vindt u een link in de show notes.
1057900	1062460	Maar u kunt natuurlijk ook gewoon een postduip of een e-mail sturen aan.
1062540	1064360	Hanszimmerman at gmail.com
1064360	1065840	Tot de volgende keer.
1066160	1067160	***
