start	end	text
679200	687880	kan het moleculaire gas in het centrum van onze melkweg als een echomuur het invallende röntgenlicht weer kaatsen en polariseren.
687880	698560	En dit is wat Frederik Marin en een half A4'tje aan collega-astronomen hebben teruggerekend met de accretieschijf van het zwarte gat als röntgenbron.
699220	708600	De aard van polarisatie wil dat zij twee uitkomsten meten die corresponderen met de gebeurtenis 33 of 205 jaar geleden.
708600	709140	Oké.
709300	715860	Die eerste werd van de hand gewezen omdat we 33 jaar geleden al waarnemingen deden aan de röntgensterrenhemel
715860	719920	en een dergelijke flits op een of andere wijze we al zouden hebben waargenomen.
721080	725700	Specifiek zou zo'n flits dan met de ASCA-satelliet zijn gedetecteerd.
725700	738840	Wat dan overblijft is één gebeurtenis zo'n 205 jaar geleden waarbij ons verder uiterst tamme zwarte gat gedurende zo'n 1,6 jaar helder moet hebben opgelicht in de röntgensterrenhemel.
739700	745700	En het meest voor de hand liggende is dus dat dat komt doordat iets met een behoorlijke massa werd verzwolgen.
747440	750140	En wat we nu nog waarnemen is de echo daarvan.
751380	753180	Hoe mooi en simpel eigenlijk.
753180	760800	Wat nu nog gedaan kan worden en zelfs met diezelfde IXPE-satelliet is nog veel langer belichten.
761560	769500	Een dergelijke foto zou een hogere, spatiële resolutie hebben waardoor nog beter de oorsprong van onze röntgenecho kan worden bepaald.
770480	772340	Altijd weer meer om te ontdekken.
773040	776760	Voor nu een prettige dag of nacht en tot de volgende keer.
