start	end	text
222820	225580	...waardoor ze als eikpost te kunnen worden gebruikt.
226060	231340	Want de helderheid van zo'n supernova zegt ons dus rechtstreeks iets over de afstand.
231620	232800	Veel succes!
233100	237680	De twee onafhankelijke teams die het versneld uitdijdend helal wisten te meten...
238320	243600	...zagen dat dergelijke supernova's een kwart minder helder waren dan dat werd verwacht.
243600	248420	Op het moment dat ons helal ongeveer twee derde van haar huidige grootte had bereikt.
249180	254600	De ontdekking van een versneld uitdijdend helal werd in 2011 gewaardeerd met een Nobelprijs.
257600	261600	Maar nu zitten we wel opgescheept met het mysterie van donkere energie...
262360	265920	...die materie uit elkaar drijft in plaats van naar elkaar toe beweegt.
266060	267780	Ja, dat klinkt niet lekker.
267780	272680	Een theorie is dat de materie in het begin van de geschiedenis van ons helal...
272680	276860	...nog dicht genoeg op elkaar zat om deze donkere energie te overwinnen...
276860	282520	...maar dat alles inmiddels zo wijd verspreid is dat de donkere energie op het gaspedaal kan trappen.
284480	287780	Donkere materie is overigens een geheel ander fenomeen.
288500	288880	Hoezo?
288880	295140	Als we zeggen dat energie en materie twee verschijningsvormen zijn van één onderliggend fenomeen...
295140	299880	...dan denken astronomen dat zo'n 70% van het helal bestaat uit donkere energie...
300600	304940	...25% donkere materie en 5% gewone materie.
306780	310940	Die donkere materie reageert niet met elektromagnetische straling...
310940	312760	...maar oefent wel zwaartekracht uit.
313220	315260	Maar goed, daar hebben we het vandaag dus niet over.
315500	315880	Oh, gelukkig!
315880	322900	Een verklaring voor donkere energie is dat deze intrinsiek is aan de lege ruimte, het vacuüm.
323620	326940	Dit is ook wel wat we de cosmologische constante noemen.
327880	332340	In dit model zou het vacuüm een bron van negatieve druk kunnen zijn...
332340	336060	...die de uitdijing van het helal bewerkstelligt en zelfs versnelt.
336900	341240	We kunnen ons zelfs voorstellen dat lege ruimte lege ruimte schept.
341240	347100	En waar een nieuw stukje lege ruimte ontstaat met dezelfde intrinsieke energie...
347100	351500	...ontstaat vanzelf een versnelling omdat er steeds meer lege ruimte ontstaat...
351500	356880	...van waaruit lege ruimte ontstaat, van waaruit lege ruimte ontstaat, van waaruit lege ruimte.
358360	360540	Maar dit is allemaal heel speculatief.
360720	365040	Vandaar dat veel wetenschappers proberen te onderzoeken wat hier nu echt gaande is.
365040	373400	Een grote vraag is bijvoorbeeld hoe de uitdijing van het helal over de lange tijd zal plaatsvinden.
374240	377500	Zo kennen we de zogenaamde quintessentie-theorie...
377500	382720	...waarbij een nieuw aan het Higgs-bozonverwand veld in het leven wordt geroepen door astronomen.
383880	385900	Als zo'n veld daadwerkelijk bestaat...
385900	390600	...dan zou donkere energie op de lange termijn dynamisch kunnen blijken te zijn...
390600	392760	...en over de tijd weer gaan afzwakken.
392760	399640	In dat geval zou ons helal zo'n 100 miljard jaar in de toekomst alsnog in een big crunch kunnen eindigen.
400340	403900	Daarbij wordt dan alsnog alles tot elkaar getrokken tot één punt.
404780	407900	En wie weet begint het proces van de oerknal dan weer opnieuw.
408060	409800	Neem je ons nou in een maling of...
409800	415300	Ik hoop alleen niet identiek, want nog een keer ditzelfde leven door leven lijkt me onwenselijk.
415780	417980	Laat staan oneindig vaak achter elkaar.
417980	424860	Maar het is natuurlijk ook denkbaar dat donkere energie een constante is en ook zo blijft...
424860	429120	...in welk geval het complete helal alsmaar eiler en groter wordt.
430120	435040	En in het meest exotische scenario waarin donkere energie toeneemt...
435040	436860	...eindigt het helal in een big rip...
437400	440600	...waarbij de uitdijing op den duur zo snel wordt...
440600	443300	...dat alles in ons helal uit elkaar wordt getrokken.
444500	446680	Wij gaan dat gelukkig niet meer meemaken.
447980	453220	Maar we zijn natuurlijk wel benieuwd naar het hoe, wat en waarom van die donkere energie...
453220	454860	...als die al bestaat.
455240	456740	Ja, dat is de vraag.
456740	462480	Er zijn twee initiatieven waar ik u, de geïnteresseerde luisteraar, nog graag op wil wijzen.
463460	466980	Links vindt u uiteraard in de show notes van deze aflevering.
467140	470140	Dan zult u er het volle profijt van hebben.
470580	474600	Het eerste project heet project DES, de Dark Energy Survey.
474600	479840	Dit is een project waarbij een groot gedeelte van onze nachtelijke hemel in kaart wordt gebracht...
479840	486660	...om te onderzoeken hoe het helal is veranderd in de eerste 13,8 miljard jaar sinds die oerknal.
487460	491080	Project DES doet dit met een vier meter brede telescoop...
491080	493660	...die in Chili hoog bovenop een berg staat.
494560	500760	Zo'n 300 wetenschappers uit zeven landen werken voor project DES samen om donkere energie te onderzoeken.
500760	508380	Behalve naar supernova's wordt ook gekeken naar de distributie van sterrenstelsels en hun onderlinge bewegingen...
508380	510380	...en naar zwaartekrachtlenswerking.
511080	515520	Als u interesse heeft in donkere energie is de website van DES heel aardig.
516260	522220	Veel van deze website is heel leesbaar en wie het aandurft vindt hier ook alle onderzoekspublicaties...
522220	524960	...die wetenschappers van project DES hebben geschreven.
524960	529820	Alhoewel project DES al sinds 2012 waarnemingen heeft gedaan...
529820	533060	...vat er nog een heleboel te verwachten van de verzamelde gegevens.
533620	538620	Want ook de astronomie omarmt artificiële intelligentie en machine learning.
539940	546760	Zo is bijvoorbeeld veel winst bereikt door gegevens van DES middels artificiële intelligentie te combineren...
546760	552280	...met verzamelde gegevens van de Sloan Digital Sky Survey of SDSS.
552280	561140	Een artikel hierover met de titel Deep Learning at Scale for the Construction of Galaxy Catalogs in the Dark Energy Survey...
561140	564460	...verscheen al in 2019 in Science Direct.
565980	568720	En toch hebben astronomen ook uw hulp nodig.
569000	569460	Echt waar?
569780	573080	En dat is het tweede initiatief waar ik u graag op wil wijzen.
573640	579280	Als onderdeel van de bekende citizen science of burgerwetenschap website Zooniverse...
579280	584000	...vindt u de Dark Energy Explorers waarbij uw hulp gebruikt kan worden.
584240	584540	Jee!
585060	588140	Ik ben er zelf voor deze aflevering ook in gedoken...
588140	594100	...en het is een citizen science project waarin u de waarnemingen van project HEDDEX klassificeert.
594740	600280	HEDDEX staat voor de Hobby Eberley Telescope Dark Energy Experiment...
600280	604600	...waarbij de zoektocht zich vooral richt op donkere energie in het brillenhelal.
605240	610600	Voor dat doel kunt u foto's sorteren in de twee categorieën Keep en Throwback.
611160	614520	Deze foto's worden al sinds 2016 gemaakt...
614520	618960	...en de bedoeling is een driedimensionale map te maken van het brillenhelal...
618960	623380	...om de invloed van donkere energie op de vorming van ons helal in kaart te brengen.
623380	629140	Met name de zogenaamde Lyman Alpha sterrenstelsels worden onderzocht voor dit project.
629800	636280	Aan u de schone taak om deze te onderscheiden van ruis en dichterbij gesitueerde sterrenstelsels.
637240	641540	Lyman Alpha is trouwens een spectrale lijn van waterstof...
641540	645380	...die zichtbaar is in waterstofatomen waar elektronen een sprong maken...
645380	647380	...naar de banen van het laagste energieniveau.
648180	649440	O ja, inderdaad!
649440	653800	Lyman Alpha emitters, zoals deze sterrenstelsels genoemd worden...
653800	657580	...bevatten nog veel informatie over het vroege universum...
657580	662320	...en daarmee misschien hints naar wat dark energy of donkere energie eigenlijk is.
663040	668200	En er is nog iets bijzonders, want normaal zouden deze spectra niet zichtbaar zijn op aarde...
668200	671180	...aangezien ze in het ultraviolet worden uitgezonden.
671940	674440	Maar omdat we zo ver in het verleden kijken...
674440	677720	...zijn deze spectra ernstig rood verschoven...
677720	681980	...en dringen ze toch door de aardse atmosfeer heen op een lagere frequentie.
682840	686280	De Hobby-Eberley-telescoop staat dan ook gewoon op aarde...
686280	689160	...in Texas, de Verenigde Staten wel te verstaan.
689860	695420	Lyman Alpha emitters zijn trouwens onderwerp voor een toekomstige aflevering van deze podcast.
696100	698540	En nu verder veel succes...
698540	699780	...en tot de volgende keer.
699780	701800	...put je spacesuits en helmet op en en move uit.
