start	end	text
170460	173900	Grafeen is daarmee voorlopig het dunst mogelijke materiaal.
174460	181240	Maar het is met een treksterkte van 1,25 maal 10 tot de 11e pascal ook het sterkste materiaal dat we kennen.
181760	184700	Dat klopt sterker dan staal of diamant.
185440	190800	Grafiet wat we gebruiken om een slot weer open te krijgen bestaat uit grafeenlagen die over elkaar heen schuiven.
190800	197800	In de nanotechnologie worden ook buisjes van grafeen gemaakt, zogenaamde koolstof nanotubes.
198980	204760	En Buckminster Fullerene, een koolstofatomen balletje, komt aardig in de richting van een grafeenbal.
205900	209620	Met deze voorkennis kunnen we dan kijken naar een recente ontwikkeling.
210240	213800	Een artikel hierover verscheen pas dit jaar in de wetenschappelijke pers met de titel...
213800	217300	Mesoscopic Klein-Schwingereffect in Grafeen.
218800	226300	Dat Klein-Schwingereffect, ook al het Schwingereffect genoemd, gaat terug naar een voorspelling van deeltjesfysicus Julian Schwinger.
227300	231800	Hij voorspelde dat een sterk genoeg elektrisch veld de leegte daartussen kan dwingen...
231800	235540	...om een paar van een deeltje en een antideeltje in het leven te roepen.
236800	239020	Inderdaad, iets creëren uit niets.
239020	245420	Dit is gebaseerd op het gegeven dat er in dit helal nergens echt sprake is van helemaal niets.
246160	248900	Er is sprake van een maximale nietsheid.
249820	257020	Als u alle deeltjes met een denkbeeldige optimale stofzuiger of vacuumpomp uit een stuk ruimte weet weg te ruimen...
257020	260780	...en alle elektromagnetische straling en zwaartskracht weet te dempen...
260780	265220	...dan nog bevinden zich in deze leegste der lege ruimte nog kwantumvelden.
265220	271440	En deze kwantumvelden kunnen spontaan of onder druk deeltjes in het leven roepen.
272340	275820	Dat was altijd theorie, maar het artikel waar we het nu over hebben...
275820	279000	...beschrijft een experiment waarbij dit ook echt zo blijkt te zijn.
279840	286680	Werner Heisenberg voorspelde al dat dit zo moest zijn op basis van het beroemde Heisenberg-onzekerheidsprincipe.
286900	287420	I don't know.
287980	291260	Maar hij had nog niet de fysische mogelijkheden om dit te testen.
292020	294580	Het is wel aardig om dit intuïtief te begrijpen.
294580	297880	Ik hoop maar dat ik het eenvoudig genoeg kan uitleggen.
297940	299440	Hens, ik twijfel je eraan.
299960	306560	Heisenberg leerde ons dat het onmogelijk is om bepaalde paren van gegevens met dezelfde precisie te meten.
307320	314580	Dergelijke paren zijn bijvoorbeeld tijd en energie, positie en impuls, oriëntatie en hoeksnelheid...
314580	319400	...voltage en veldsterkte en elektrische velddichtheid en polarisatie.
320200	324120	Hoe dat per geval precies zit kunnen we voor nu even links laten liggen.
324120	329980	Waar het op neerkomt is dat de natuur om ons heen zich op kwantumniveau als het ware verzet...
329980	333320	...tegen het exact meten van beide gegevens in zo'n paar.
334420	337220	Deze onzekerheid is inherent aan de materie.
337840	341280	Zodra we bijvoorbeeld de positie van een deeltje nauwkeurig meten...
341280	343680	...hebben we geen idee meer waar het deeltje heen gaat.
344240	345420	Andersom werkt het ook.
345420	352340	Als we nauwkeurig weten waar een deeltje heen gaat, dan kunnen we onmogelijk weten waar het deeltje zich exact bevindt.
355280	358860	Dat betekent ook dat we voor een bepaald gedeelte van het heelal...
358860	361280	...waar we met grote precisie meten dat er geen veldsterkte is...
361280	365700	...geen idee hebben over de energie in diezelfde ruimte.
367020	367500	Veldenergie.
368280	370200	Maar we gaan even terug naar ons experiment.
370740	371060	Oké.
371480	375280	Een probleem met het voorstel van Schwinger is de immense elektrische veldsterkte...
375820	379200	...die benodigd is om deeltjes te dwingen uit het niets te ontstaan.
379820	382280	Dit is meer het domein van zwarte gaten en magnetars.
383420	388420	Niet iets dat we in een laboratorium op aarde bij elkaar hobbyen met wat magneten en weerstanden.
388420	394700	Totdat natuurkundige Alexei Berjugin en collega's het toch wisten te bereiken met...
394700	396700	...u raadt het al, een stuk grafeen.
397580	399420	Hun onderzoek staat beschreven in het artikel...
400100	403540	...Out of equilibrium criticalities in grafeen superlattices.
404500	412160	Het magneetveld in dit experiment wist extra elektron-anti-elektronpaar in het leven te roepen in de nabijheid van het grafeen.
412840	417320	Het was in eerste instantie niet eens duidelijk dat het Schwingereffect hierin optrad.
417320	420220	En waarom gebeurt dit in grafeen?
421080	427600	Het idee is dat de beperking van driedimensionale kwantumtoestanden in het vrijwel tweedimensionale grafeen...
427600	433600	...maakt dat deeltjes eerder uit het niets ontstaan dan in gewone driedimensionale omstandigheden...
433600	435920	...bij gebrek aan bewegingsvrijheid.
436600	443380	In deze opstelling zagen de onderzoekers elektronen en elektronen holtes, de antideeltjes, spontaan ontstaan.
443380	447700	De energie van deze deeltjes wordt weggehaald uit het elektrische veld.
448340	453580	Iets vergelijkbaars tritt op wanneer een meson in een sterk elektrisch veld terechtkomt.
453660	455160	Mag het in het Nederlands?
455280	459980	Een meson is een subatomeer deeltje dat uit een kwark en een antikwark bestaat.
459980	465500	In zo'n sterk elektrisch veld zullen de kwarks in een meson van elkaar getrokken worden...
465500	469820	...waarbij uiteindelijk een nieuw kwark-antikwarkpaar uit het niets ontstaat.
470320	474660	De kwark van dat nieuwe paar vindt de oorspronkelijke antikwark en andersom...
474660	477320	...zodat we met twee mesons opgeschreven zitten.
478360	481200	Net als we vorige keer zagen in een proton...
481200	486700	...zien we ook hier dat de natuur van het allerkleinste aan een rigoreuze energiehuishouding doet.
487660	490720	Er zijn nog twee effecten die waargenomen kunnen worden...
490720	493440	...en diep in de richting van kwantumvelden wijzen.
494300	497120	Het eerste is het beroemde Casimir-effect.
497900	502420	In 1948 voorspelde de natuurkundige Hendrik Casimir al...
502420	505140	...dat als we twee platen dicht genoeg bij elkaar zetten...
505140	506940	...dat ze elkaar dan zullen aantrekken.
506940	509960	Niet op basis van onderlinge zwaartekracht...
509960	512360	...maar door iets wat we het Casimir-effect noemen.
512920	516820	Als we de lege ruimte zien als een plek waar kwantumvelden bestaan...
516820	519800	...dan kunnen we aannemen dat hier volgens diezelfde theorie...
519800	523400	...aan de lopende band deeltje-antideeltje-paren ontstaan...
523400	524680	...die elkaar ook weer opheffen.
525260	527520	Dit gebeurt op verschillende golflengtes.
528080	531300	Sommige van deze deeltjesparen zullen een golflengte hebben...
531300	533940	...die groter is dan de afstand tussen de platen.
533940	539040	Tussen de beide Casimir-platen ontstaat dan een no-go-zone...
539040	541960	...voor bepaalde deeltjes met een te grote golflengte.
542720	545300	Maar buiten de platen bestaat deze toestand niet...
545300	547820	...waardoor er dus een surplus van druk ontstaat...
547820	549860	...van velddeeltjes buiten de platen.
550640	552960	Netto resultaat de energie van kwantumvelden...
552960	555460	...zal de platen tegen elkaar aanbewegen.
555460	562340	In 1997 lukte het natuurkundige Steve Lamoureux en collega's...
562340	565220	...om dit in een laboratoriumopstelling te zien gebeuren.
566040	570480	Sindsdien is het Casimir-effect meerdere malen experimenteel aangetoond.
571340	573340	En dan is er nog een kosmologisch effect...
573340	576400	...dat eveneens het bestaan van kwantumvelden doet vermoeden.
576400	581720	Op een afstand van 450 lichtjaar van de aarde staat een neutronenster...
581720	584440	...voor ons gezien in het sterrenbeeld Zuider-Kroon.
584440	590800	Het geval heeft de naam RxJ1856.5-3754.
591320	593700	Het is sowieso een bijzonder geval...
593700	597760	...want er kan geen supernova-rest gevonden worden in de omgeving van dit object.
598360	601880	En zoals u wellicht weet ontstaat een neutronenster doorgaans...
601880	603720	...in een supernova-explosie.
604480	611040	Het zou kunnen zijn dat RxJ1856.5-3754 heel erg oud is...
611040	613440	...en er niks meer over is van de supernova.
614440	619360	Maar in dat geval zou deze neutronenster meer moeten zijn afgekoeld dan waar er genomen wordt.
620440	624700	Er wordt wel gesuggereerd dat dit geen neutronenster, maar een quarkster is.
625180	627120	Iets waar we het ook al eens over hebben gehad.
627700	629500	Kortom, wat een vreemd object.
630220	634800	Om het nog gekker te maken is de straling van RxJ1856.5-3754...
634800	639400	...ook nog veel sterker gepolariseerd dan verwacht wordt.
639400	645920	Astronomen vermoeden dat de lege ruimte rond de neutronenster sterk gemagnetiseerd is.
646400	649500	Een effect dat wordt toegeschreven aan de opmerkelijke bevinding...
649500	653340	...dat ook het vacuüm van de lege ruimte gemagnetiseerd kan worden.
654080	657320	Dit is dus niet een magneetvat dat door het vacuüm propageert...
657320	661320	...maar het vacuüm dat zelf als magneet optreedt.
662180	665320	Een universum waar geen plek is die we echt leeg kunnen noemen...
665860	669320	...vergeven van bekende en wellicht nog onbekende kwantumvelden...
669900	674700	...roept onherroepelijk de vraag op of deze toestand ook al bestond voor de oerknal.
675440	681320	We kunnen de vraag ook herdefiniëren en ons afvragen of de kwantumvelden waarvan we nu het bestaan aannemen...
681320	687320	...zoals een zwaartekrachtveld, elektromagnetisme, de zwakke kernkracht en de sterke kernkracht...
687780	690800	...in het begin van dit heelal ook al in deze vorm bestonden.
691300	695600	Of misschien zijn deze velden ooit verenigd geweest in één oerveld...
695600	700380	...dat ook op haar beurt spontaan in het leven sprong op het tijdstip T is nul.
701220	704320	En daarmee is ons heelal misschien in de woorden van Arthur Schopenhauer...
705220	707840	...een kort oponthoud tussen twee keer niks.
708700	709940	Tot de volgende keer.
711320	713320	***
