start	end	text
531460	532460	Well, I don't see it.
532560	537220	Vandaar ook dat astronomen speciale interesse hebben in tidal disruption events
537220	541920	om te weten te komen waar zich zwarte gaten bevinden en hoe massief deze zijn.
541920	545180	Het is nog maar een jonge tak van de astronomie.
545720	551180	We zeiden al dat de eerste spaghettificatie van een ster pas in 2018 bevestigd werd.
551800	556660	Veel hebben we te danken aan de waarnemingen die werden gedaan met behulp van de ROSAT-satelliet.
557220	560940	Dit was een röntgensatelliet van de German Aerospace Center,
561260	564060	beter bekend als DLR, wat staat voor
564060	568440	in samenwerking met NASA.
568860	575940	De ROSAT-satelliet deed waarnemingen aan de röntgensterrenhemel van 1990 tot en met 1998
575940	580860	en verbrande in de aardse atmosfeer op 23 oktober 2011.
581360	588000	Een interessant weetje is dat het einde van die ROSAT-satelliet niet geheel zonder controversie is.
588000	595780	Op een dag laat in 1998 werd de gevoelige sensor van de ROSAT-satelliet opeens op de zon gericht,
595960	597740	waardoor deze onbruikbaar raakte.
598380	604000	Een en ander viel samen met een Russische cyberaanval op het Goddard Space Center.
605020	606980	Een enkele luisteraar denkt misschien nu
606980	611980	Bah, wat een anti-Russische misinformatie op Zimmerman & Space.
611980	617880	Maar daarom zeg ik ook alleen dat het einde van de ROSAT-satelliet niet zonder controversie is.
618360	619940	Ik weet niet wat er is gebeurd.
621000	626840	Het is wel een feit dat een gevoelige sensor van dit apparaat onbruikbaar werd door op de zon te worden gericht.
627300	632680	Maar of dat kwade opzet was, daar kan ik niet genoeg over vinden en de meningen lopen erover uiteen.
632680	637440	De Russische cyberaanval is volgens sommige bronnen op internet een feit.
637780	643180	Maar de bediening van de ROSAT-satelliet werd ook deels uitgevoerd in Duitsland bij de DLR
643180	645700	en niet per se in het Goddard Space Center.
646280	651140	En de ROSAT-satelliet begon sowieso al haperingen te vertonen.
651840	654840	Wellicht zullen we er in de toekomst meer over te weten komen.
655840	660080	En is het plausibel dat het uitgerekend weer Russische hackers betreft?
660080	663200	Ook daar heb ik niet genoeg verstand van.
664140	670460	Hoe dat allemaal ook zij, ik had u nog een recente gebeurtenis uit de astronomische wetenschap beloofd.
670980	674120	Eind vorig jaar verscheen een artikel hierover met de titel
674120	683620	In de Astrophysical Journal.
684320	686400	Hoofdauteur is Yvette Zendes.
686400	694100	We zeiden eerder al dat er straling vrijkomt in een tidal disruption event als een ster verscheurd wordt door een zwart gat.
695180	705100	Maar in dit geval zat er een pauze van bijna drie jaar tussen de eerste optische waarneming in 2018 en een radio waarneming in 2021.
705640	706400	Dit is absurd!
706400	713380	Volgens Edo Berger, de tweede auteur van het artikel en docent astronomie aan de Harvard Universiteit,
713600	721400	is het gebruikelijk dat bij een tidal disruption event de spaghettificatie van een ster direct gevolgd wordt door radioemissies.
722140	725580	Deze stilte van drie jaar kan nog niet goed worden verklaard.
725580	733580	Het betreft beslist niet een nieuw tidal disruption event dat losstaat van wat er in 2018 gebeurde.
734900	741300	Het is een beetje alsof het zwarte gat iets te gulzig had gegeten en na een tijdje nog een boer laat.
743040	747660	Ja, dat was natuurlijk te onweerstaanbaar om geen geluidje bij te zoeken.
747780	748860	Hens, Jezus!
748860	754360	De redactie van deze podcast verontschuldigt zich bij voorbaat voor het kinderachtige gedrag van de presentator,
754580	756500	tevens de redactie van deze podcast.
757380	758300	Nog iets aparts.
758380	767360	De drie jaar late uitwaseming van radiostraling ging gepaard met het wegschieten van materie met maar liefst 50% van de lichtsnelheid.
767860	769160	Dat is behoorlijk rap.
770180	777720	Gebruikelijk bij tidal disruption events is dat gezien wordt dat materie met ongeveer 10% van de lichtsnelheid wegschiet.
777720	784900	Dit betreft dus materie die net ver genoeg weg staat van een zwart gat om nog een andere kant op te kunnen schieten.
785680	794840	Hetzelfde geldt voor radioemissies, want ook radiostraling kan worden verzwolgen door een zwart gat als deze te dicht bij dat zwarte gat wordt uitgezonden.
795660	807100	De gebeurtenis heeft de naam AT2018HIZ en we hebben het over iets dat 665 miljoen lichtjaar van ons verwijderd plaatsvond in het verre verleden.
807720	817840	Maar, zo zeggen Sanders en Berger in hun artikel, de kans is groot dat dit soort uitstelgedrag van zwarte gaten veel gangbaarder is dan tot nu toe werd gedacht.
818560	831740	Zij concluderen een en ander op basis van een tweede recentere waarneming, waarbij een zwart gat om eveneens onverklaarbare redenen een pauze inlasten tussen spaghettificatie en het wegschieten van materie en straling.
831740	843900	Bij die recentere waarneming ging het om een tidal disruption event met de naam ASASSN-15OI, waarbij een pauze van 550 dagen stilte werd gemeten.
844480	848740	Er bestaan wel diverse hypotheses waarom zo'n stilte plaatsvindt.
848740	867560	Het zou bijvoorbeeld kunnen zijn dat de materie pas naar buiten wordt geschoten tijdens of na de transitie van lage dichtheid rond het zwarte gat naar de relatief hogere dichtheid daarbuiten.
867560	872020	Ook kan een magneet valt rond een zwart gat er schuldig aan zijn.
872700	875020	Maar raadselachtig blijft het wel.
875260	876240	Ja, zeg dat wel.
876360	886680	Wat ik niet terugvond in het artikel van Sanders en collega's, en wat ik mij toch wel afvraag, is in hoeverre de vervorming van de ruimtetijd niet een rol speelt bij dit alles.
887340	893940	We weten dat de tijd in de buurt van een zwart gat steeds langzamer gaat tukken, relatief voor ons buitenstaanders.
893940	898360	Dat zou een gebeurtenis letterlijk kunnen vertragen vanuit ons gezien.
899000	900840	Maar goed, wat weet ik ervan niet waar.
901280	902440	Tot de volgende keer.
902560	904120	Our mission is a complete success.
904560	904980	Boing!
906840	908580	Hens, ik twijfel hieraan.
