start	end	text
274440	279840	We zullen het in de rest van deze aflevering gewoon over de met aarde vergelijkbare synodische dag hebben.
279900	280420	Dat is goed.
280420	285900	Precies nu dat etmaal op Mars is dus korter aan het worden, lazen we onlangs in het nieuws.
286440	290180	Met andere woorden, Mars gaat steeds sneller om zijn as draaien.
291020	294820	Het originele artikel waarin dit nieuws verscheen heeft de titel
294820	299540	Spin State and Deep Interior Structure of Mars from Inside Radio Tracking.
299740	303220	En is van auteur Sébastien, Le Maestre en collega's.
303980	306800	Het verscheen op 14 juni van dit jaar in Nature.
306800	311780	Dat Mars sneller rondrijdt is trouwens niet de hoofdmoot van dit artikel.
312280	319560	Maar we zien dus wel dat de populair wetenschappelijke pers met name dit gegeven eruit pikt om sensatie mee te maken.
320220	328820	De hoofdmoot van het artikel is dat er met de Mars Inside Lander nieuwe gegevens beschikbaar zijn gekomen over het interieur van de planeet Mars.
328820	340820	Het is misschien wel prettig om te weten dat die gemeten versnelling van de Marsrotatie neerkomt op een verlies van 7,6 x 10 tot de min vierde milliseconden per Marsjaar.
340920	341820	Dat kan je je toch niet voorstellen?
342680	346220	Dat is zo weinig tijd dat ik het niet eens aan u kan laten horen.
346220	352580	Want het kortste geluid in een podcast als deze duurt altijd nog 1,44 duizendste seconde.
352720	357120	Dus dat duurt 30 keer langer dan het gemeten jaarlijkse verlies van een Mars etmaal.
357980	363480	Pas na ruim 1,3 miljoen Marsjaren hebben we een Marsdag die een seconde korter duurt.
363980	365540	Dat even voor perspectief.
365540	377920	In plaats van o jee de Marsdag wordt steeds korter kunnen we misschien beter zeggen wauw wat is onze technologie al ver gevorderd dat we zo'n miniem verschil kunnen meten in 2023.
379060	380700	En hoe meet men zoiets?
381540	390480	Sébastien Lemestre en collega's gebruikten voor hun onderzoek de meetgegevens van de in december vorig jaar gediscontinueerde InSight Marslander.
390480	398720	Dit ruimtevaartuig van NASA werd op 5 mei 2018 gelanceerd en landde in november van datzelfde jaar op de Rode Planeet.
399400	404540	InSight was de eerste lander die specifiek de interne structuur van Mars ging meten.
405300	408460	InSight had daartoe drie instrumenten meegenomen naar Mars.
409100	414460	Een seismometer die op het oppervlak van Mars werd gezet om Marsbevingen te meten.
414460	421320	Een multi-instrument dat in de grond werd geboord, ook al de Heat, Flow and Physical Properties Package genoemd.
421620	427820	En tot slot InSight's Rotation and Interior Structure Experiment, oftewel RISE.
428420	431160	Dit is ook het apparaat waar we het vandaag vooral over hebben.
431900	436300	Er was al bekend dat de rotatie-as van Mars enigszins heen en weer rammelt.
436300	442780	Dit heet nutatie wanneer zo'n rammeling veroorzaakt wordt door oneffenheden in de massa van een object.
443340	449580	En Mars is beslist geen egale bal, maar een ingewikkelde constructie van massa-oneffenheden.
450340	457840	Het onderzoek aan die oneffenheden en aan de interne structuur van Mars was zelfs de reden dat InSight überhaupt ontwikkeld werd.
458080	459320	Oh ja, inderdaad.
459320	465080	Het is denk ik wel interessant om te weten hoe de InSight-lander communiceerde met onze planeet Aarde.
466300	475800	Allerlei gegevens werden ter plekke gemeten en opgeslagen en via om Mars draaiende ruimtevaartuigen naar het Deep Space Network op Aarde gestuurd.
476220	485000	Dan kunt u denken aan seismische gegevens, foto's van de twee camera's, meetgegevens van het ondergrondse gedeelte en klimaatgegevens.
485240	495720	Op dit moment draai je er maar liefst vijf operationele ruimtevaartuigen rond Mars die contact kunnen onderhouden tussen ruimtevaartuigen op het Marsoppervlak en de aarde.
495720	506220	Te weten ESA's Mars Express, NASA's Mars Reconnaissance Orbiter, het Mars Atmospheric and Volatile Evolution ruimtevaartuig of MAVEN,
506580	512040	NASA's Mars Odyssey en de Trace Gas Orbiter van ESA en Roscosmos.
512720	518720	Maar het RISE-instrument aan boord van de InSight-lander had ook rechtstreeks contact met de aarde.
519160	521720	En wel op de 10 gigahertz x-band frequentie.
521720	529040	Aan dit RISE-instrument hebben we ook het gegeven te danken dat de Mars rotatiesnelheid toeneemt.
529880	531860	Eigenlijk was RISE vooral een echo.
533400	540020	Een signaal afkomstig van het Deep Space Network op Aarde werd opgevangen en direct teruggestuurd naar de aarde.
540500	544440	Daar werd dit antwoord wederom opgevangen door het Deep Space Network.
544440	555300	Wat in dit soort pingponggesprekken tussen aarde en Mars gemeten kan worden, zijn de minieme Dopplerverschuivingen van het signaal als gevolg van het rammelen van de Marspol-as.
555300	561500	Want als de InSight-marslander iets van ons weg wordt getrokken door zo'n wobbel van de pol-as,
561680	567320	zal het x-band signaal iets uittrekken of rood verschuiven als u wilt.
568260	571760	En als InSight door de Mars rotatie iets naar ons toe wordt gedrukt,
571980	575060	zal het x-band signaal juist iets indeuken of blauw verschuiven.
575060	579780	En door zo snel mogelijk van aarde naar Mars en terug te communiceren,
579960	586260	krijgen we een zuivere meting van de afgelegde tijd, zonder dat onderlinge klokken hoeven te worden gesynchroniseerd.
587260	597240	Al in een NASA-document uit 2017 lezen we dat voorspeld werd dat RISE in staat zou moeten zijn verschillen in daglengte op Mars te kunnen detecteren.
597240	606220	In de rest van deze column zullen we kijken naar de vele vernuftigheden die nodig zijn om dit soort kleine Doppler-effecten überhaupt te kunnen meten.
607020	609080	Het begint al bij die InSight-lander.
609560	612300	Het apparaat staat op een ronddraaiende planeet.
612880	615640	Ook vanaf de aarde gezien draait Mars om zijn as.
616460	620080	De InSight-lander had daarom twee medium-gain antennes.
620080	623120	Eén in oostelijke richting voor de Mars-ochtenden
623120	627760	En één in westelijke richting voor de Mars-avonden.
628480	634960	Het Deep Space Network op aarde kent drie locaties in Spanje, de Verenigde Staten en Australië.
635740	644760	Dit is niet voor niets, want daarmee is het mogelijk 24 uur per dag en 7 dagen per week contact te onderhouden met allerhande ruimteschepen in ons zonnestelsel,
644760	651060	omdat de locaties van de Deep Space Network antennes ongeveer in hoeken van 120 graden met elkaar staan.
651060	656920	Met andere woorden, er is altijd wel één schotel van het Deep Space Network binnen bereik.
657060	658300	Oh ja, inderdaad.
658440	661600	Wat heen en weer gestuurd wordt is steeds een klein pakketje nummers,
661740	670160	wat zo is opgebouwd dat een ontvanger zonder dubbelzinnigheid kan zeggen van welke zender het afkomstig is en wat de gegevens exact betekenen.
670160	677680	Wie in staat zou zijn de berichten tussen het Deep Space Network en ruimtevaartuigen in ons zonnestelsel te onderscheppen,
677840	681500	zal zien dat de verschillende locaties een eigen code meesturen.
682540	687320	Een conventie die ik tegenkwam is dat het eerste veld in een datablok een nummer is,
687580	692940	waarbij 10 staat voor Goldstone, 40 voor Canberra en 60 voor Madrid.
693280	693840	Interessant.
693840	702100	Ook InSight heeft een specifieke code die we tegenkomen in data van het ruimteschip, namelijk de identificatiecode 189.
702320	703920	Echt wel heel interessant.
704300	709040	Om een transmissie van zo ver weg in het zonnestelsel als planeet Mars op te kunnen vangen,
709300	712960	wordt een Deep Space Network antenne uiterst precies gericht.
712960	718180	In een elegante dans tussen software en hardware die Conscan heet,
718380	724960	zoekt een ontvangende antenne het sterkste signaal van een ruimtevaartuig om er zo met zo min mogelijk ruis naar te kunnen luisteren.
726140	727960	Dit is verre van het complete verhaal.
728620	729600	Oh, dat is niet best.
729740	734960	Voor Doppler-metingen is het belangrijk dat faseafwijkingen in signalen geminimaliseerd blijven.
735580	737360	En wat nou als ik er meer over wil weten?
737360	742980	Ik zal niet iedereen wegjagen met technisch geneuzel, maar voor wie graag over dit soort dingen leest,
743100	748780	is er een link naar een pdf van Planetary Data Systems in de show notes van deze podcast.
749020	749960	Oh, gelukkig!
750880	756360	Alleen al de patronen die in de nutatie van Mars, dus het rammelen van de rotatie als ze worden waargenomen,
757120	762000	kunnen wetenschappers dingen leren over de samenstelling van het binnenste van de planeet Mars.
762000	766900	Als we de kleine waargenomen Doppler-bewegingen in een grafiek plotten,
767080	773260	dan wordt zichtbaar dat er periodieke bewegingen in het rammelen van die rotatieas opgeteld worden.
773920	776320	Die staan voor geologische processen.
776940	779800	En van die geologische processen bestaan modellen,
780000	784480	waarin de invloed van bijvoorbeeld zoiets als een vloeibare metalen kern beschreven wordt.
785220	787880	Als u een emmer met water snel heen en weer draait,
787880	791000	zal de emmer zelf om de watermassa heen draaien
791000	795560	en de watermassa zal daar slechts een klein beetje door in beweging worden gezet.
795980	799680	De emmer zou u dan kunnen vergelijken met de vaste mantel van een planeet
799680	801760	en het water met de vloeibare kern.
802920	809000	In totaal werden gegevens van 544 passages van het RISE-instrument gebruikt.
809120	809320	Oh?
809740	813060	Passages ja, want we zeiden al, vanuit ons op aarde gezien,
813180	815820	ging de InSight-lander dus steeds op en onder.
815820	820900	Dit leverde circa 25.000 Doppler-waarneming op
820900	827220	in de periode van 27 november 2018 tot en met 31 mei 2021.
828460	832100	We concludeerden eerder al dat faseverschuiving in het signaal
832100	833960	tot een minimum beperkt moeten worden.
834880	838300	Dat houdt niet op bij alleen de bewegingen van de ontvangstantennes
838300	840000	van het Deep Space Network.
840640	843480	Het signaal wordt vanaf het aardoppervlak verzonden,
843480	847800	reist dan door de grillige troposfeer en ionosfeer van de aarde
847800	850360	en arriveert minuten later bij Mars.
851160	855400	Hier moet het signaal ook weer door de evenzeer grillige Marsatmosfeer ploegen.
856040	859940	En dan begint de terugreis van het uitgezonde antwoordsignaal op Mars
859940	863140	weer helemaal terug door dezelfde atmosferische lagen,
863400	865620	maar dan precies in omgekeerde volgorde.
865620	869940	Faseverschuivingen moeten dus uit de gegevens worden gefilterd
869940	874160	om iets over de zuivere transmissietijd van een signaal te kunnen zeggen.
874800	879020	En bovenop dit alles moeten de rotatie van InSight ten opzichte van ons
879020	882240	en de rotatie van de antennes van het Deep Space Network
882240	883840	allemaal meegerekend worden.
884540	889120	Dat uit al deze gegevens met zoveel variabelen toch gelezen kan worden
889120	891620	dat Mars beschikt over een vloeibare kern
891620	895740	en dat de rotatiesnelheid iets toeneemt over de tijd
895740	898560	is toch een mooie opsteker voor de wetenschap
898560	901340	en verder niks om ons zorgen over te maken.
901860	903120	Tot de volgende keer.
903460	907780	Maar leest u dit ook in de gebruiksaanwijzing nog eens na?
907780	908080	Doe.
908260	908460	Doe.
908460	909120	Doe.
