start	end	text
763200	766920	dus alsof er de klokfrequenties van die computers wat overleg kan komen...
766920	773100	dan is het wellicht mogelijk de storende invloed op de radioastronomie enigszins in te dammen.
774180	780940	Het is mijns inziens wel interessant dat exact dit type storingen al voorspeld werd in november 2020.
781960	782860	In het artikel...
782860	785780	The impacts of large constellations of satellites...
785780	788920	van Gordon Long lezen we, en ik vertaal het maar even...
789540	793920	Radioastronomie is sterk afhankelijk van radiostille, beschermde banden...
793920	797840	die zo vrij mogelijk zijn van radiofrequente interferentie.
798420	803220	Deze radiobanden hebben vaak enige bescherming tegen uitzendingen op de grond...
803220	807040	maar hebben weinig of geen formele bescherming tegen zenders in de ruimte.
807600	811920	Vanwege zijband- en uitbandemissies van de grote constellatiesatellieten...
812700	819200	zullen bestaande radiostille zones in de toekomst waarschijnlijk ernstig worden beïnvloed door satellietstoringen.
819700	822920	Zelfs als een satelliet direct boven een radioastronomielocatie...
822920	828040	de zenders uitschakelt, kunnen satellieten op honderden kilometers afstand...
828040	832000	nog steeds storende emissies produceren voor radioastronomie.
832540	835980	Dus dat was de waarschuwing bijna drie jaar geleden.
836560	841920	En in 2023 is het menens en hebben de mensen die deze problemen hadden kunnen voorkomen...
842540	846420	waarschijnlijk geen actieve herinnering aan het rapport van Gordon Long.
847220	851920	Ik weet niet hoe u erover denkt, maar ik denk dat de technologie de mens weer eens inhaalt.
851920	856440	Over een paar jaar hebben we hopelijk een lofer op de maan.
857060	862580	Ik hoop het voor mensen als dokter Mark Kleinvolt en de radioastronomen van de toekomst.
863000	864240	Tot de volgende keer.
864240	867960	Ik vind het vooral heel grappig dat je audio doet en Hans Zimmerman heet.
