start	end	text
201180	204600	om dit zwakke schijnsel fotografisch vast te kunnen leggen.
205800	209600	Dat zal dan wel weer de James Webb Telescope zijn, zou u kunnen denken,
209600	211380	maar die vlieger gaat niet op.
211640	211820	Oh?
212140	217060	De James Webb Telescope kijkt met name in het infrarood en het rode zichtbare licht.
217560	222520	En voor Intra Cluster Licht willen we eigenlijk het complete zichtbare licht opvangen.
222700	223960	Oh ja, inderdaad.
224220	227360	En ook is de James Webb Telescope met name bedoeld
227360	231280	om in te zoomen op hele kleine gedeeltes van onze hemelkoepel.
231660	235220	Wat we voor het waarnemen van Intra Cluster Licht nodig hebben,
235220	241420	is een survey-telescoop die in het zichtbare licht grotere gedeeltes van de hemelkoepel vastlegt.
242200	245480	Het moet ook een buitengewoon gevoelig instrument zijn,
245600	249080	omdat Intra Cluster Licht minstens duizend keer zwakker is
249080	252140	dan de donkere nachtelijke hemel die we kunnen waarnemen.
252820	257220	Intra Cluster Licht is daarom grotendeels verborgen gebleven voor bestaande telescopen,
257880	259080	omdat het zo zwak is.
259300	260780	Ja, dat is logisch.
260780	265120	Het instrument dat hier verandering in gaat brengen wordt op dit moment gebouwd.
265580	268340	Het heeft de naam Vera Rubin Observatory.
269520	276820	Als het mee zit, zal januari 2025 de officiële start zijn van de Legacy Survey of Space and Time.
277040	277360	Jee!
277780	282040	Met behulp van de uiterst gevoelige telescoop van het Rubin Observatorium
282040	287280	zullen wetenschappers dan eindelijk het uiterst zwakke Intra Cluster Licht kunnen waarnemen.
287280	294920	Het Rubin Observatorium wordt gezamenlijk gefinancierd door de Amerikaanse National Science Foundation
294920	297580	en het Amerikaanse Ministerie van Energie.
299000	304800	Sterren die zijn ontnomen aan hun sterrenstelsels belanden in de ruimte tussen deze sterrenstelsels.
305360	310840	Deze sterren zijn als het stof dat vrijkomt van een stuk krijt wanneer je op een schoolbord schrijft,
311120	312460	zegt Mireia Montes.
312460	316560	Door het stelaire krijtstof met de Rubin Telescoop te volgen,
316760	321320	hopen we de woorden op het schoolbord van het sterrenstelselcluster te kunnen lezen.
322460	328120	Hoeveel van de sterren van een cluster zweven daadwerkelijk vrij rond en dragen bij aan de gloed?
328720	329980	Hoe zijn ze verdeeld?
330640	333560	De antwoorden op deze vragen zijn nu nog niet goed bekend,
333720	337700	omdat Intra Cluster Licht tot nu toe zo moeilijk te bestuderen is geweest.
337700	343780	De Rubin Telescoop zal elke paar nachten gedurende 10 jaar de hele zuidelijke hemel scannen
343780	347220	met de op dit moment beste digitale camera ter wereld.
347920	352040	De CCD-chip van deze camera bevat 3200 miljoen pixels.
352860	356700	Hiermee wordt elke keer een flink deel van de sterrenhemel vastgelegd,
356780	359580	zo'n 3,5 graad in hoogte en breedte.
360300	362540	De Rubin Telescoop kent drie spiegels,
362540	365940	waarvan de grootste een diameter heeft van 8,4 meter.
365940	372940	Bijzonder is ook dat dit gevaarte in vijf seconden al kan worden uitgericht op een ander deel van de sterrenhemel,
373220	376480	waardoor er dus grote delen kunnen worden vastgelegd bij goed weer.
377980	383560	Overigens zal het Rubin Observatorium voor nog veel meer dan alleen Intra Cluster Licht worden gebruikt.
384360	388820	Door met zo'n gevoelig instrument de gehele zuidelijke sterrenhemel te fotograferen,
388820	392180	hopen astronomen nog veel meer sterrenstelsels te ontdekken.
392180	398540	Ook de distributie van sterrenstelsels kan ons uiteindelijk misschien leren wat donkere materie precies is.
399460	403220	En als er zo vaak foto's worden gemaakt van dezelfde sterrenhemel,
403360	406980	dan krijgen we ook een veel grotere kans om veranderingen op te sporen.
407640	410940	Dan kunt u denken aan supernova's, variabele sterren,
411180	413940	maar ook eenmalige flitsen in het optische bereik.
413940	418920	En dan zijn er nog rotsblokken of anderszins langs de hemel trekkende objecten,
419100	421280	waarvan we ook graag het bestaan leren kennen.
422300	427580	Dat kunnen bezoekers uit de interstellaire ruimte zijn, zoals het rotsblok Oumuamua,
427920	432840	en ook planeten en rotsblokken die gewoon onderdeel uitmaken van ons eigen zonnestelsel.
433560	436860	Heel veel van wat rond de zon draait hebben we namelijk nog niet ontdekt.
436860	442360	De Rubin-telescoop zal naar grote waarschijnlijkheid een enorme hoeveelheid mini-planeten,
442560	445800	asteroïden en rotsblokken vinden die om de zon cirkelen.
446840	452980	Bijzonder aardig aan het Rubin-observatorium is dat educatie een belangrijk onderdeel van de missie uitmaakt.
453520	458160	Als u docent of geïnteresseerder bent, kunt u nu al beginnen met een bezoek aan de website
458160	460900	en zogenaamde investigations starten.
461620	465840	Het lesmateriaal is beschikbaar in het Engels en het Spaans en ziet er goed uit.
465840	472000	Fijne interactieve bladerpagina's, geheel gratis, beschikbaar voor u of uw leerlingen.
472940	478680	Daarnaast gaat het Rubin-observatorium een samenwerking aan met de burgerwetenschapwebsite Zooniverse.
479740	484820	Op dit moment is daar nog geen aan Rubin gerelateerd project voor u om uw tanden in te zetten,
484820	488660	maar als de telescoop begin 2025 in werking treedt,
488740	493160	zullen diverse projecten op Zooniverse gestart worden waar uw hulp welkom bij is.
493160	498860	Misschien vraagt u zich wel af hoe zo'n aardse telescoop kans van slagen heeft
498860	502460	met de megaklusters van satellieten die gelanceerd worden.
503060	507480	Met andere woorden, worden de foto's van het Rubin-observatorium niet vervuild
507480	511880	door strepen van Starlink-satellieten en vergelijkbaar gespuis.
512100	512320	O ja?
512320	513820	Ja, helaas wel.
515560	521660	In een studie van de ESO, de European Organization for Astronomical Research in the Southern Hemisphere,
521900	528380	werd geconcludeerd dat tussen de 30 en 50 procent van de waarnemingen die met de Rubin-telescoop zullen worden gedaan,
528600	532760	ernstig vervuild zal worden door weerkaatst zonlicht van aardse satellieten.
532900	533900	O, dat is niet best.
533900	535840	Verschillende effecten treden op.
536580	541060	Rechtstreeks licht dat op de CCD-sensor valt zal pixels verzadigen,
541200	544560	waardoor achterliggende astronomische gegevens overstemd worden.
545180	549160	Ook zal het relatief felle licht van kunstmanen leiden tot crosstalk,
549300	552820	waarbij het beeld van omliggende pixels ook aangetast wordt,
552960	555100	zonder dat deze rechtstreeks belicht worden.
555800	558440	En er treedt ook een effect op wat ghosting heet.
558440	561780	Hierbij lichten pixels abusieflijk op,
561880	567260	omdat de optiek van de telescoop door interne reflecties voor verstrooiing van licht zorgt.
568000	570440	Overleg bestaat in ieder geval met de firma SpaceX,
571220	573440	waar geprobeerd wordt de satellieten wat te verduisteren.
574100	575080	Ik twijfel hieraan.
575240	578480	Maar laten we deze aflevering niet deprimerend eindigen.
579380	584120	Van de evolutie van sterrenstelselclusters tot de verdeling van donkere materie,
584120	591920	Intraclusterlicht bevat belangrijke aanwijzingen over hoe de grootschalige structuur van het universum is ontstaan.
593000	596840	Intraclusterlicht mag dan misschien iets heel kleins en onbeduidends lijken,
597260	600080	maar het heeft veel implicaties, zegt Montes.
600760	606280	Het vult aan wat we al weten en opent nieuwe vensters naar de geschiedenis van ons universum.
607100	609320	Oftewel iets om naar uit te kijken.
609900	611080	Tot de volgende keer.
