start	end	text
241420	249660	Niet te minnen is het interessant dat uit niet-levende onderdelen een proces kan ontstaan dat osseleert, een beetje als een hartcel.
251340	256760	Vorige maand, maart 2023, verscheen een artikel in Nature met de titel
256760	266820	Het is een open-access artikel, dus u kunt het desgewenst zelf kosteloos lezen.
267380	270920	Een link vindt u uiteraard in de show notes van deze aflevering.
270920	279920	Het artikel beschrijft de bevindingen in een monster dat in 2019 genomen werd op de asteroide Ryugu met het Hayabusa 2-ruimtevaartuig.
279920	288540	Dit ruimtevaartuig van de Japanse ruimtevaartorganisatie JAXA functioneert heden ten dagen nog steeds trouwens,
288740	291340	maar de hoofdmissie is met succes afgerond.
292080	297780	We zijn regelmatig onder de indruk van ruimtevaartmissies waarbij karretjes op mars worden gezet door NASA,
298360	304300	maar deze Hayabusa 2-missie is ook een staaltje vernuftigheid dat zijn weerga niet kent.
304300	310300	Opvallend is trouwens de goede internationale samenwerking waarmee deze missie een succes werd.
310520	310780	Jee!
311120	317480	Met name de Duitse ruimtevaartorganisatie DLR speelde een grote rol in de Hayabusa 2-missie.
318260	325480	Hayabusa 2 was bij lancering voorzien van allerlei apparaten die los van het hoofdruimteschip gingen functioneren.
326280	332680	Om de keuze daarvoor te begrijpen is het nuttig om te weten dat bij aanvang van de missie natuurlijk niet geheel bekend was
332680	334660	om wat voor soort object het ging.
335460	340960	Oké, 162173 Ryugu is een asteroide, zoveel was bekend.
341680	347480	We zijn op de hoogte van het bestaan van dit potentieel gevaarlijke object sinds 10 mei 1999.
348700	356100	En het gevaarlijke zit er maar in dat 162173 Ryugu in theorie kan botsen met onze planeet Aarde
356100	360740	en met een diameter van bijna een kilometer dan voor aardig wat schade kan zorgen.
362680	375700	Maar de exacte vorm en samenstelling van deze asteroide waren natuurlijk vanaf aarde nog niet geheel in kaart gebracht.
376320	381940	De keuze om deze asteroide te bezoeken heeft rechtstreeks te maken met de verhandeling aan het begin
381940	387620	omdat gedacht wordt dat Ryugu uit de begindagen van het ontstaan van ons zonnestelsel stand
387620	391940	en mogelijk nog maagdelijke materialen uit die begindagen bevat.
392640	400720	Een van de eerste slimmigheden die werden uitgevoerd bij Ryugu was dat er vijf markeringen aangebracht werden op het oppervlak van de asteroide.
401640	405360	Dit waren sterk reflecterende ballen van ongeveer 300 gram,
405360	410960	waarmee duidelijk was waar het ruimteschip zich bevond ten opzichte van het oppervlak van Ryugu.
411580	413660	Een soort bakens zou u kunnen zeggen.
414760	421480	Op 22 september 2018 werden twee rovers succesvol neergezet op het oppervlak van Ryugu.
422340	426360	Dit was voor het eerst dat autonome rovers rondsprongen op een asteroide.
426360	431400	Ja, sprongen, want deze apparaten beschikten niet over wielen,
431640	437440	maar over een intern draaimechanisme wat mogelijk maakte de apparaten te verplaatsen over Ryugu.
438080	444320	Deze asteroide is namelijk dusdanig klein dat er maar een zeer geringe zwaartekracht op werkzaam is.
444880	449040	De ontsnappingssnelheid is ongeveer 35 centimeter per seconde,
449260	451720	wat betekent dat u, staande op het oppervlak,
452000	455860	gemakkelijk een object in een omloopbaan rond Ryugu zou kunnen slingeren.
456460	457860	Kunnen we dat aardrekenen?
457880	459180	Pak de rekenmachine er maar bij.
459400	465060	De formule voor de ontsnappingssnelheid is de wortel van 2 keer g keer m gedeeld door d.
465740	469360	g is daarbij de gravitatieconstante, dat is gewoon een getal,
469960	473500	m de massa en d de afstand tot het centrum van massa.
474280	476760	Laten we beginnen met g, dat is een getal.
477160	483240	6,67 mal 10 tot de min 11, waarbij we rekenen in kilogrammen, meters en seconden.
483240	488020	De massa van Ryugu is bekend, 4,5 mal 10 tot de 11 kilogram.
488760	493480	En de radius van deze asteroide is bij de equator ongeveer 502 meter.
494300	502760	Dus dan kunnen we uitrekenen, 6,67 mal 10 tot de min 11, maal 2, maal 4,5 mal 10 tot de 11,
502980	505220	en dat delen we door 502.
505220	507660	En van de uitkomst nemen we de wortel.
508280	513220	Dat is ongeveer 0,346 meter per seconde op mijn rekenmachine.
513800	516900	Dus ongeveer 35 centimeter per seconde.
517340	520480	En hoe hard kan een mens een bal wegsmijten?
521140	525360	Mogelijk ligt dat record bij baseballpitcher Aroldis Chapman,
525500	528220	die een bal met 170 kilometer per uur wegslingerde.
528220	533320	En dat is ongeveer 4700 centimeter per seconde.
533860	539840	Ruim voldoende om een baseball uit de zwaartekracht invloed van Ryugu weg te mikken dus.
541180	546180	De interesse ging bij de Hayabusa 2-emissie uit naar ondergrondsmateriaal van Ryugu,
546600	550420	wat niet miljarden jaren blootgesteld was aan de naakte ruimte,
550600	553660	met al haar kosmische straling en micrometeorieten.
553660	561800	Daartoe werd eerst, op 5 april 2019, een krater met een diameter van zo'n 10 meter geslagen in Ryugu,
561980	564580	met een projectiel met een explosieve lading.
567100	572360	Verwacht werd dat Ryugu hierdoor enigszins van baan zou veranderen, maar dat bleef uit.
573320	577120	Kennelijk is Ryugu een dusdanig belkaar hangend hoopje steen,
577500	581260	dat de schok van de inslag en explosie geabsorbeerd kon worden.
581260	589800	Het complete Hayabusa 2-ruimtevaartuig haalde vervolgens op 11 juli 2019 vers blootgelegd materiaal op,
589940	593420	om het in een luchtdicht afgesloten container te bewaren.
593840	598040	In november 2019 vertrok Hayabusa 2 weer richting de aarde,
598320	605580	om op 5 december 2020 de container met het bodemmonster door de aardse dampkring naar de aarde af te laten reizen.
605580	614940	Deze capsule landde aan een radarreflectieve parachute in de Woomera testrange in Australië en werd succesvol geborgen.
614940	620760	Een capsule van Japan's Hayabusa 2-ruimtevaartuig haalde vervolgens op de aarde in perfecte conditie,
621180	625540	hoewelig weer teruggebruik van de aarde Ryugu.
625540	632460	En zo beschikken wetenschappers in allerlei landen nu over materiaal uit de begindagen van ons zonnestelsel,
632680	637600	waarin men hoopt aanwijzingen te vinden over hoe het leven op aarde ooit is begonnen.
638240	642920	In deze bemonstering van Ryugu is al een veelheid aan verbindingen gevonden,
643180	647100	maar zoals de titel van het artikel dat ik in het begin al noemde doet vermoeden,
647640	651560	weten we sinds kort dat er ook uracil op Ryugu is gevonden.
651560	655280	Dit is een bouwsteen van onze RNA-moleculen,
655640	660860	aangetroffen op een rots die waarschijnlijk nooit in contact was met de aardse atmosfeer.
661000	662260	Dat is toch niet te geloven?
662480	669360	De bouwstenen van ons leven zouden dus zeer zeker buiten de aarde in nietlevende processen ontstaan kunnen zijn
669360	673540	en naar de aarde gebracht zijn via botsingen met andere hemellichamen.
673540	682900	Ook bijzonder is dat uracil het onherbergzame bestaan in de vrije ruimte weet te doorstaan.
683660	689100	En om het nog gekker te maken werden ook imidazolen aangetroffen in het Ryugu-bodemmonster.
690380	694500	Imidazolen zijn zogenaamde heterocyclische aromatische verbindingen
694500	698100	die de bouwstenen zijn van veel biologische verbindingen.
698100	704980	Deze recente bevindingen zijn buitengewoon interessant vanuit het standpunt van de abiogenese,
705220	709560	waarbij de hypothese is dat leven is ontstaan uit nietlevende processen.
710460	712940	Daar kunnen we nog wel even over verder mijmeren
712940	716820	en anders kunt u natuurlijk op stop drukken en naar iets leukers gaan luisteren.
717240	719920	Of in de wijze woorden van Renzo Veenstra.
719920	723000	Druk op unsubscribe en luister niet meer naar Hens.
723380	725820	Laten we beginnen met een gedachte-experiment.
725820	731580	Stel dat we beschikken over een medische 3D-printer die op atomeer niveau werkt.
732160	734580	Het is eigenlijk een 3D-kopieerapparaat,
734780	740020	want het kan ook de exacte samenstelling van een levende cel atoom voor atoom in kaart brengen.
740680	743860	Nu nemen we een witte bloedcel uit uw bloed.
744680	747840	Dit exemplaar is een neutrofiele granulocyte
747840	753640	die uw lichaam aanmaakt voor de immuunrespons en voor het vernietigen van bacteriën en schimmels.
753640	759500	Atoom voor atoom bouwt onze scannerprinter deze neutrofiele granulocyte na
759500	762400	en we injecteren het resultaat weer terug in uw lichaam.
762400	772720	Denkt u dan dat deze witte bloedcel, die exact dezelfde celkern en structuur heeft als uw andere neutrofiele granulocyte, leeft?
773500	778700	En dat deze witte bloedcel uw lichaam dienstbaar kan zijn door bacteriën te vernietigen?
779460	785560	Voor de goede orde, de wetenschap en technologie zijn nog niet zo ver gevorderd dat we dit in de praktijk kunnen testen.
785560	792420	Maar het blijft een interessante vraag of leven eenvoudigweg het resultaat is van samenwerkende moleculen
792420	799880	vanaf een bepaalde mate van complexiteit of dat er nog een factor in het spel is die wij nog niet in kaart hebben weten te brengen.
802420	806660	We kunnen het gedachte-experiment uiteraard nog een vervolg geven.
807420	813780	Stel dat u met mij denkt dat we met onze scannerprinter een levende witte bloedcel zouden kunnen nabouwen.
813780	818100	Wat zou er dan gebeuren als we u onder de scanner zouden leggen?
818760	828900	Als we u atoom voor atoom nabouwen, ontstaat er dan een exacte kopie van u met dezelfde herinneringen, verlangens, hobby's, voorkeuren en eigenaardigheden?
829740	836420	Wat is het eigenlijk dat maakt dat een berg moleculen wel of niet kunstenaar of wetenschapper wil worden?
836940	839700	Of misschien de medemens te vlug af wil zijn?
839700	845980	Het kan wel zijn dat het intrinsiek is aan het leven, de wil tot expansie, tot meer macht.
849680	856060	Kennelijk ontstaat er in de evolutie een richting die onze processen kunnen volgen om groter en sterker te worden,
856300	858960	of wellicht is dat wel een voorwaarde voor leven.
859720	866700	De negentiende-eeuwse filosoof Arthur Schopenhauer staat bekend om zijn werk over de menselijke wil en de aard van het bestaan.
866700	874320	Schopenhauer stelde dat de wil het fundamentele principe is dat de hele werkelijkheid doordringt en beheerst.
875160	882500	Hij zag de wil als een blinde en onpersoonlijke kracht die onverzadigbaar is en die altijd streeft naar bevrediging.
883220	888700	Van klein tot groot zien we deze blinde wil tot meer en beter in levende wezens verschijnen.
888700	891700	Het is ook zeker niet allemaal slecht.
892980	898000	Wetenschap streeft ook naar meer en beter en is ook nooit bevredigd en dat is maar goed ook.
898560	900980	En soms zijn dingen ook niet helemaal soort wit.
901560	908540	Is het puur slecht als iemand het laatste blik bonen voor de neus van anderen wegkaapt om haar kinderen te kunnen voeden?
908540	920920	Volgens Schopenhauer is de wil de oorzaak van menselijk lijden, omdat het verlangen naar bevrediging ons gevangen houdt in een eindeloze cyclus van verlangen, bevrediging en dan weer verlangen.
921440	926220	Hij geloofde dat het beheersen van die wil de sleutel is tot het bereiken van geluk.
927560	936380	Schopenhauer zag de kunst en de contemplatie als middelen om de wil te onderdrukken en te ontsnappen aan de eindeloze cyclus van verlangen en bevrediging.
936380	946140	Als u deze hele column heeft uitgeluisterd en delen tot u heeft laten doordringen, dan zit het met dat contemplatieve gedeelte waarschijnlijk wel goed.
947020	955640	En wat de kunsten betreft, ik ga nog even pingelen op mijn gitaar in de hoop dat mijn vingers uiteindelijk wat akkoorden leren te spelen.
955780	962360	Ik weet uiteraard niet wat uw favoriete kunstzinnige expressievorm is, maar ik wens u er veel plezier mee.
962860	964080	Tot de volgende keer!
966380	967380	***
