start	end	text
731280	733780	die na de eruptie weer verdwenen waren.
734240	739660	Dat zegt ons dat het met grote waarschijnlijkheid een geologisch proces op de maan betreft.
740340	745580	Want anderhalf uur is wel erg lang voor iets wat toevallig tussen de maan en de waarnemers staat.
745580	750960	En een veranderend spectrum zegt ons dat er beslist iets chemisch plaats heeft gevonden.
751560	753720	Dit is geen gezichtsbedrog meer te noemen.
753840	757020	Oh, dat heb je interessant onderschreven.
757300	762140	En dit was maar een minimale greep uit de honderden waarnemingen die beschreven zijn.
762300	763220	Zo hé, wat veel!
763420	769580	We vinden in de lijsten onder andere ook waarnemingen van onze Kriet Titulaar op 25 juni 1964.
769580	777480	Een groot aantal waarnemingen van Patrick Moore zelf en een West-Duitse waarneming bij de krater Aristarchus
777480	780040	ten tijde van de Apollo 11 maanvlucht.
780580	784460	Deze waarneming werd bevestigd door de astronauten van Apollo 11.
785280	790720	En u kunt luisteren naar een waarneming van astronaut Jack Schmidt van de Apollo 17 missie
790720	793860	die het volgende rapporteert vanuit een baan rond de maan.
793860	796160	Hey, ik zag een flash op de lunaar surface.
797060	797440	Oh ja?
798220	800500	Het was gewoon daarna uit de gromaldie.
801180	802380	Just daarna uit de gromaldie.
802460	805320	Je zou je zien of je iets op je seismometer hebt.
805820	810200	Although een klein impact zou een waarneming een waarneming van de lucht.
811160	812060	Oké, wel check.
812460	816000	Het was een blijk litte flash uit daarna uit de gromaldie.
816000	816020	Doe je dat krater?
816560	818800	Doe je de krater righte aan de gromaldie?
818960	820460	Dan er een ander ander north van het.
821680	823120	Fairly sharp one north van het.
823860	827440	Is where there was just a pinprick of light.
828720	834860	Wat moeten wij als wetenschap minnende burgers nou denken van al deze kortstondige maanmysteries?
835580	840220	Is het een te brede categorie waaronder verschillende natuurlijke verschijnselen vallen?
840920	843920	Snappen we nog geen jota van de geologie van de maan?
844240	850920	Of leven er daadwerkelijk allerlei wezens onder het maanoppervlak en zien we van tijd tot tijd hun lichtreclameboodschappen?
851700	853180	Hens, ik twijfel hieraan.
853180	857700	We kunnen er natuurlijk van alles over speculeren, maar daar schieten we weinig mee op.
857780	859100	Daar zit je niet op te wachten.
859460	862080	Tijd om te kijken wat de wetenschapper van vindt.
865800	875180	Goddard Space Center wetenschapper Winifred Cameron maakte in 2003 een uitgebreid verslag van 2254 tijdelijke maaneigenaardigheden.
875180	882640	We noemden het in het begin al.
882640	883640	De titel
883640	896560	Hierin vinden we dat verlichting door de zon vanuit een lage hoek dominant is in veel waarnemingen.
896560	904300	Volgens Cameron valt dit te verklaren doordat het langere lichtpad in dergelijke situaties zorgt voor grotere zichtbaarheid.
905120	911740	Ook lezen we dat de distributie over het maanoppervlak niet willekeurig is zoals bij inslagkraters wel het geval is.
912340	919800	De kortstondige maanfenomenen vinden we namelijk met name in of aan de rand van de maria, de denkbeeldige maanzeeën.
919800	924520	Dat zijn die donkere vlekken die u met het blote oog kunt waarnemen.
925320	931860	Ook dit doet vermoeden dat veel van de kortstondige mysteries toe te schrijven zijn aan geologische processen in de maan.
932540	940920	Die maria zijn namelijk grote vulkanische basaltvlakten die stammen uit een tijdperk tussen de 3,9 en 3,3 miljard jaar geleden.
941600	948580	Er zijn nog drie onderzoeken naar de kortstondige maanfenomenen die mijns inziens de moeite van het vertellen waard zijn.
948580	955540	Professor Hakan Kajal van de Universiteit van Woertsburg leidt het project TLP Detection.
956300	961460	Twee telescopen spuren sinds 2018 non-stop de maan af op gebeurtenissen.
962500	966580	Hun inhuis ontwikkelde software heet Moonspy en wordt nog steeds verbeterd.
967980	975380	Helaas kon ik geen onderzoeksresultaten vinden in de wetenschappelijke pers en de pre-press, dus daar zullen we nog even op moeten wachten.
975380	976620	Dit duurt zo lang.
976620	986020	De Europese ruimtevaartorganisatie ESA leidt project Neliota, wat een afkorting is van Neo-Lunar Impacts en Optical Transients.
986720	995520	Hierin wordt de donkere zijde van de maan van tijd tot tijd afgespeurd op zowel meteorietinslagen als Optical Transients, zoals zij deze noemen.
995520	1001820	Neliota gebruikt hij voor een 1,2 meter brede telescoop die in Griekenland staat.
1002760	1009460	Dit project heeft al een veelheid aan flitsen waargenomen waarvan een deel niet toe te schrijven valt aan meteorietinslagen.
1010420	1013520	Op de website van Neliota kunt u wat statistieken raadplegen.
1013520	1023520	Het project staat momenteel stil, maar fondsen worden gezocht, onder andere bij ESA, voor continuering en een publicatie is ook al aangekondigd.
1023520	1037880	En als derde en laatste project werden aardse waarnemingen van mysterieuze maanflitsen vergeleken met fotografische voor- en na-waarnemingen in diverse frequentiebanden van het Clementine ruimtevaartuig.
1037880	1044220	De onderzoeksgegevens werden gepubliceerd door Bonnie Buratti en collega's in een artikel met de titel
1044220	1059020	NASA's Clementine ruimtevaartuig werd gelanceerd op 25 januari 1994 en fotografeerde de maan gedurende ongeveer twee maanden in ongekend detail.
1059940	1061940	Dit was een beetje een afwijkende missie.
1061940	1068000	Er zat namelijk een forse militaire investering in Clementine om instrumenten uit te testen.
1068780	1079980	Aanvankelijk zou Clementine na de maan nog de asteroïde 1620 Geografos bezoeken, maar problemen met het ruimtevaartuig zorgden ervoor dat dit gedeelte van de missie werd afgeblazen.
1080640	1088260	Clementine stopte met functioneren op 8 augustus 1994, maar gaf in het jaar daarna nog twee maal een teken van leven.
1088260	1093520	Dat allemaal gezegd hebben leverde het onderzoek van Buratti verrassend weinig op.
1093640	1094620	Oh, dat is niet best.
1094760	1100440	Bij geen enkele flitswaarneming werd iets gezien op het maanoppervlak wat daarmee in verband kon worden gebracht.
1102220	1109540	Concreet weten we dus nog steeds heel weinig over de oorzaak of oorzaken van kortstondige maananomalieën.
1110460	1116220	De interesse naar dit fenomeen gaat, net als de fase van de maan zelf, door de tijd wat heen en weer.
1116220	1120780	Momenteel leeft de wetenschappelijke interesse hiernaar weer wat op.
1121600	1128220	Volgens voornoemde professor Kayal heeft dat te maken met de aangekondigde Chinese en Amerikaanse missies naar de maan.
1128900	1135580	Wanneer daar weer astronauten gaan rondlopen en werken is het uiteraard fijn om te weten wat de lokale omstandigheden zijn.
1136620	1140320	U vraagt zich misschien af, kan ik zelf zo'n maanflits waarnemen?
1140320	1147260	Maar natuurlijk, eeuwenlang zijn deze flitsen waargenomen, zowel met het blote oog als door telescopen.
1148080	1152960	Dus wie maar lang genoeg naar de maan staart, zal vroeger of later zo'n flits waarnemen.
1153940	1161820	Wilt u het wat grootser aanpakken, dan is er de gratis Flash Detection Software plugin voor de eveneens gratis Fire Capture Software.
1161820	1165600	Laat u het ons weten als u zelf zo'n flesje waarneemt.
1165640	1168580	Mail dan naar henszimmerman.gmail.com
1168580	1171480	Bij voorbaat dank en tot de volgende keer dan maar weer.
1171480	1201460	TV Gelderland 2021
